café Café | w_freq: 82 - 139 | wiki_freq: 10709 - 11741 | sentence_idx: 438 | align_1: 8-6 | align_2: 9-11 |    For instance , think of a small neighborhood café that you love . ||| Denken Sie beispielsweise an ein kleines Café in der Nachbarschaft , das sie lieben . 
comrades Genossen | w_freq: 129 - 89 | wiki_freq: 8569 - 1614 | sentence_idx: 805262 | align_1: 4-2 | align_2: 5-8 |    It specifically names two comrades who have " been expelled from the Fourth International and its French Section for more than a year . " ||| Besonders zwei Genossen werden mit Namen genannt , die “ von der Vierten Internationale und ihrer französischen Sektion vor mehr als einem Jahr ausgeschlossen worden sind ” . 

imagine Stell | w_freq: 1110 - 66 | wiki_freq: 9379 - 171 | sentence_idx: 805699 | align_1: 1-0 | align_2: 2-5 |    Just imagine the amount of code being much bigger , and let 's debug the thing ! ||| Stell dir einfach vor , die Menge an Code wäre viel größer , und lass uns die Sache debuggen ! 

somebody jemanden | w_freq: 535 - 1665 | wiki_freq: 8743 - 2981 | sentence_idx: 806985 | align_1: 9-9 | align_2: 10-14 |    Pictures and memories are the only thing that make somebody who they are , so what happens if you lose your memory , what then ? ||| Bilder und erinnerungen sind die einzigen dinge , die jemanden zu dem machen , was er ist , also was passiert , wenn du dein gedächtnis verlierst , was dann ? . 

Millionaires IPO-Millionäre | w_freq: 10 - 2 | wiki_freq: 1324 - 0 | sentence_idx: 807143 | align_1: 10-9 | align_2: 11-14 |    San Francisco Has A Plan To Hit Its New IPO Millionaires Where It Counts ||| San Francisco hat einen Plan , um seine neuen IPO-Millionäre dort zu platzieren , wo es zählt 

laughs Schreie | w_freq: 187 - 43 | wiki_freq: 5393 - 884 | sentence_idx: 807149 | align_1: 24-17 | align_2: 25-23 |    The world without you would have been much more boring , what would your father and I have done without your cries , your laughs and without your first words ? ||| Die Welt ohne dich wäre viel langweiliger gewesen , was hätten dein Vater und ich ohne deine Schreie , wenn du gelacht hättest und ohne deine ersten Worte getan ? 

sexiness sexiness | w_freq: 8 - 3 | wiki_freq: 296 - 0 | sentence_idx: 807716 | align_1: 9-9 | align_2: 10-13 |    David often feels disappointed by the hollywood definition of sexiness primarily displayed through physical perfection . ||| David fühlt sich oft enttäuscht von der hollywood-definition von sexiness , die vor allem durch körperliche perfektion gezeigt wird . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 807808 | align_1: 0-0 | align_2: 1-4 |    Remember this is not a contest , it is just a radio meeting with a few simple ' rules ' , better to call them recommendations . ||| Denken Sie daran , dies ist kein Wettbewerb , es ist nur ein Radio-Meeting mit ein paar einfachen „ Regeln “ , besser , um sie Empfehlungen zu nennen . 

wondering fragen | w_freq: 376 - 3134 | wiki_freq: 3457 - 2859 | sentence_idx: 807994 | align_1: 2-1 | align_2: 3-5 |    You may wondering why you would use an offshore broker , if you live in a country where you can not achieve savings in tax . ||| Sie fragen sich vielleicht , warum Sie einen Offshore-Broker verwenden wurden , wenn Sie in einem Land leben , in dem Sie keine Einsparungen bei der Steuer erreichen konnen . 

imagine vorstellen | w_freq: 1110 - 1142 | wiki_freq: 9379 - 4046 | sentence_idx: 808409 | align_1: 2-3 | align_2: 3-7 |    I could imagine things like we see in F happening in reality , but how much of it is really true and what were the real events ? ||| Ich kann mir vorstellen , dass sich das was wir in F sehen wirklich zuträgt , aber wie viel ist wirklich wahr und was waren die echten Ereignisse ? 

knoweth kennt | w_freq: 13 - 1208 | wiki_freq: 88 - 13501 | sentence_idx: 808890 | align_1: 23-22 | align_2: 24-26 |    They said : We have tarried a day or some part of a day , ( Others ) said : Your Lord best knoweth what ye have tarried . ... ||| Sie sagten : " Wir verweilten einen Tag oder den Teil eines Tages . " der andere sagte : " Euer Herr kennt die Zeit , die ihr verbracht habt , 

Recall Denken | w_freq: 40 - 1801 | wiki_freq: 2267 - 11243 | sentence_idx: 809546 | align_1: 0-0 | align_2: 1-4 |    Recall that initially these ships were sent to Mariupol precisely from Odessa . ||| Denken Sie daran , dass diese Schiffe ursprünglich genau aus Odessa nach Mariupol geschickt wurden . 

Bone- Bone | w_freq: 2 - 10 | wiki_freq: 1 - 1365 | sentence_idx: 809792 | align_1: 0-0 | align_2: 1-7 |    Bone- population 2 , but still has gas station ||| Bone ( Knochen , Idaho ) - Bevölkerung 2 , Aber hat noch Tankstelle 

truthful gewiß | w_freq: 137 - 128 | wiki_freq: 2359 - 335 | sentence_idx: 809934 | align_1: 2-2 | align_2: 3-9 |    You are truthful and You are speaking the truth to them . ||| Des seid gewiß , denn es ist wahr , und die Wahrheit sagt es selbst . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 810892 | align_1: 0-0 | align_2: 1-4 |    Remember that the degree of lack of vitamins and minerals is an individual indicator . ||| Denken Sie daran , dass der Grad des Mangels an Vitaminen und Mineralstoffen ein individueller Indikator ist . 

mercy Barmherzigkeit | w_freq: 324 - 210 | wiki_freq: 9717 - 1580 | sentence_idx: 811373 | align_1: 7-8 | align_2: 8-13 |    Let them receive mercy as they extend mercy . ||| Und neige gütig gegen sie die Schwingen der Barmherzigkeit ( und Demut ) . 

newborn Neugeborenen | w_freq: 108 - 34 | wiki_freq: 8411 - 2355 | sentence_idx: 811452 | align_1: 9-7 | align_2: 10-11 |    Often , neonatologists make such a diagnosis of a newborn still in the hospital . ||| Oft stellen Neonatologen eine solche Diagnose eines Neugeborenen , der sich noch im Krankenhaus befindet . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 811896 | align_1: 0-0 | align_2: 1-4 |    Remember that implied volatility can also be viewed as the price of the options . ||| Denken Sie daran , dass implizite Volatilitat auch als der Preis der Optionen angesehen werden kann . 

troubles problemen | w_freq: 86 - 57 | wiki_freq: 13866 - 6 | sentence_idx: 811940 | align_1: 11-10 | align_2: 12-15 |    First of all , I am sorry to hear about the troubles you had in Vietnam . ||| Zunächst einmal , es tut mir leid , von den problemen zu hören , die sie in vietnam hatten . 

Ways 10-Methoden | w_freq: 262 - 1 | wiki_freq: 7540 - 0 | sentence_idx: 812339 | align_1: 1-0 | align_2: 2-4 |    10 Ways We Pretend War Is Not a Crime and How to Change Them ||| 10-Methoden , mit denen wir vorgeben , Krieg sei kein Verbrechen , und wie man sie ändert 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 812444 | align_1: 0-0 | align_2: 1-4 |    Remember that you ’ll have to continue playing a lot in order to retain your VIP status . ||| Denken sie daran , dass sie viel weiterspielen müssen , um ihren vip-status zu behalten . 

announce mitteilen | w_freq: 318 - 202 | wiki_freq: 14722 - 1383 | sentence_idx: 812564 | align_1: 19-14 | align_2: 20-18 |    Because of the results he has achieved and his involvement in the Sherco network , we are proud to announce that his contract has been resigned . ||| Aufgrund der erzielten Ergebnisse und seines Engagements im Sherco-Netzwerk sind wir stolz darauf , mitteilen zu können , dass sein Vertrag verlängert ist . 

blessings Segnungen | w_freq: 202 - 124 | wiki_freq: 5565 - 281 | sentence_idx: 813137 | align_1: 5-7 | align_2: 6-11 |    You know not how great blessings you shall have , you could n’t even dream of it . ||| Du weißt nicht , wie groß die Segnungen sind , die du haben wirst , du könntest nicht einmal davon träumen . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 813820 | align_1: 0-0 | align_2: 1-4 |    Remember this golden rule of online dating in order to impress a Malaysian girl . ||| Denken Sie daran , diese goldene Regel des Online-Dating , um ein malaysisches Mädchen zu beeindrucken . 

retrovirus Retrovirus | w_freq: 11 - 11 | wiki_freq: 499 - 87 | sentence_idx: 814763 | align_1: 10-7 | align_2: 11-13 |    If one of these particle species really does represent a retrovirus experts call HIV , what are all the others ? ||| Wenn eins dieser Partikel wirklich ein solches Retrovirus ist , das von den Experten HIV genannt wird , was sind alle anderen ? 

seminar Seminar | w_freq: 147 - 137 | wiki_freq: 7832 - 13124 | sentence_idx: 815233 | align_1: 6-6 | align_2: 7-11 |    Do they provide a class or seminar you could try first to gain access to them ? ||| Stellen sie eine Klasse oder ein Seminar zur Verfügung , die Sie zuerst versuchen könnten , Zugang zu ihnen zu erhalten ? 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 815257 | align_1: 0-0 | align_2: 1-5 |    Remember there will be times when we may be seen as the persecutor . ||| Denken Sie daran , dass es Zeiten geben wird , in denen wir als der Verfolger angesehen werden . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 816820 | align_1: 0-0 | align_2: 1-5 |    Remember you are likely in competition with other businesses that also offer loyalty programs . ||| Denken Sie daran , dass Sie wahrscheinlich im Wettbewerb mit anderen Unternehmen stehen , die ebenfalls Treueprogramme anbieten . 

Unreachable Unreachable | w_freq: 1 - 1 | wiki_freq: 48 - 9 | sentence_idx: 818787 | align_1: 15-14 | align_2: 16-23 |    This is also extended by an ICMP component : type 3 or 1 “ Destination Unreachable . ” ||| Dieses ist ebenfalls um eine ICMP-Komponente erweitert : Typ 3 bzw. 1 „ Destination Unreachable “ ( „ Ziel nicht erreichbar “ ) . 

Try Versuchen | w_freq: 517 - 521 | wiki_freq: 4708 - 6629 | sentence_idx: 819437 | align_1: 0-0 | align_2: 1-4 |    Try not to worry too much if your smoker tries to quit and fails . ||| Versuchen Sie , sich nicht zu viele Gedanken zu machen , wenn Ihr Raucher versucht , aufzuhören und zu versagen . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 820085 | align_1: 0-0 | align_2: 1-4 |    Remember that you can not really have too many chips , only too few so buy all you can afford . ||| Denken Sie daran , dass Sie nicht wirklich zu viele Chips , nur zu wenig , so kaufen alles , was Sie sich leisten können . 

smile Lächeln | w_freq: 552 - 377 | wiki_freq: 6643 - 1385 | sentence_idx: 820885 | align_1: 19-17 | align_2: 20-22 |    If this describes you , then 1 or 2 simple procedures wo n’t be enough to give you the smile you deserve . ||| Wenn dies Sie beschreibt , reichen 1 oder 2 einfache Verfahren nicht aus , um Ihnen das Lächeln zu geben , das Sie verdienen . 

Remember Erinnern | w_freq: 1149 - 201 | wiki_freq: 9753 - 488 | sentence_idx: 821215 | align_1: 0-0 | align_2: 1-5 |    Remember how your parents told you to never sit too close to the TV ? ||| Erinnern Sie sich daran , wie Ihre Eltern Ihnen gesagt haben , nie zu nah vor dem Fernseher zu sitzen ? 

headache Kopfschmerzen | w_freq: 77 - 93 | wiki_freq: 4639 - 1824 | sentence_idx: 821219 | align_1: 15-14 | align_2: 16-19 |    2 ) He can post yet another article hinged on a case study of a headache that refused to go away despite medication etc . ||| 2 ) kann er bekanntgeben dennoch ein anderer Artikel , der auf einer Fallstudie Kopfschmerzen schwenkbar gelagert wird , die ablehnten , trotz der Medikation usw. weg zu gehen . 

REMEMBER Denken | w_freq: 3 - 1801 | wiki_freq: 34 - 11243 | sentence_idx: 821902 | align_1: 0-0 | align_2: 1-4 |    REMEMBER your left side positive battery cable now is connected with this one . ||| Denken Sie daran , Ihr linkes positives Batteriekabel ist jetzt mit diesem verbunden . 

56:85 56:85 | w_freq: 2 - 1 | wiki_freq: 1 - 0 | sentence_idx: 822221 | align_1: 1-0 | align_2: 2-11 |    [ 56:85 ] We are closer to it than you are , but you do not see . ||| 56:85 wobei wir ihm ( d.h. dem Sterbenden ) ( allerdings ) näher sind als ihr , aber ihr könnt ( es ja ) nicht sehen , 

confirms glaubt | w_freq: 237 - 1573 | wiki_freq: 8551 - 12915 | sentence_idx: 823066 | align_1: 12-11 | align_2: 13-15 |    The May 2 Group has recently published more evidence which they believe confirms that he was using real firearms . ||| Die Gruppe 2. Mai veröffentlichte kürzlich mehr Beweise , wie sie glaubt , dafür , dass er echte Feuerwaffen benutzt hat . 

Chico Chico | w_freq: 11 - 10 | wiki_freq: 8253 - 2277 | sentence_idx: 824201 | align_1: 15-16 | align_2: 16-21 |    I stayed with my friend in Chico and then they started evacuating the part of Chico where he lived . ||| Ich blieb bei meinem Freund in Chico , und dann begannen sie , den Teil von Chico zu evakuieren , in dem er lebte . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 824675 | align_1: 0-0 | align_2: 1-4 |    Remember that the two great factors which you can change in order to enhance your quality of life are your lifestyle and your home . ||| Denken Sie daran , dass die beiden wichtigsten Faktoren , die Sie ändern können , um Ihre Lebensqualität zu verbessern , Ihr Lebensstil und Ihr Zuhause sind . 

expats expatriates | w_freq: 65 - 2 | wiki_freq: 668 - 5 | sentence_idx: 824884 | align_1: 13-15 | align_2: 14-20 |    Police will often stop foreign cars ( often owned by Albanian and Kosovan expats returned home ) , which seem to be good targets for extracting fines or other money . ||| Die polizei wird oft ausländische autos stoppen ( oft im besitz von albanischen und kosovarischen expatriates , die nach hause zurückkehren ) , die gute ziele für das bußgeld oder anderes geld zu sein scheinen . 

Imagine Stell | w_freq: 325 - 66 | wiki_freq: 5922 - 171 | sentence_idx: 824893 | align_1: 0-0 | align_2: 1-4 |    Imagine if everyone was entitled to $ 6 million dollars or more ? ||| Stell dir vor , dass Jeder Anspruch auf 6 Millionen US-Dollar oder mehr hätte ? 

Suppose Nehmen | w_freq: 121 - 569 | wiki_freq: 5239 - 469 | sentence_idx: 825291 | align_1: 0-0 | align_2: 1-4 |    Suppose we represent Earth with a basketball . ||| Nehmen wir an , wir repräsentieren die erde mit einem basketball . 

mouthpiece Mundstück | w_freq: 8 - 2 | wiki_freq: 2845 - 618 | sentence_idx: 825518 | align_1: 4-4 | align_2: 5-8 |    Pastor Russell was the mouthpiece used . — Rev. 7:2 . ||| Pastor Russell war das Mundstück , das dazu benutzt wurde . - Offenbarung 7:2. 

Judgment Jüngsten | w_freq: 99 - 36 | wiki_freq: 7235 - 1361 | sentence_idx: 825645 | align_1: 5-6 | align_2: 6-12 |    But still you deny the Judgment . ||| Ihr haltet das Gericht ( am Jüngsten Tag ) für eine Lüge . 

joy Freude | w_freq: 679 - 945 | wiki_freq: 14938 - 8993 | sentence_idx: 825820 | align_1: 10-9 | align_2: 11-14 |    We offer you the opportunity to share with us the joy we feel at each meeting with this wonderful animal ... ||| Wir bieten Ihnen die Möglichkeit , mit uns die Freude zu teilen , die wir bei jedem Treffen mit diesem wundervollen Tier spüren ... 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 827028 | align_1: 0-0 | align_2: 1-4 |    Remember that talking about advantages without false modesty is a beautiful feature that is worth developing in yourself . ||| Denken Sie daran , dass das Sprechen über Vorteile ohne falsche Bescheidenheit ein schönes Merkmal ist , das sich in sich selbst zu entwickeln lohnt . 

comrades Genoss | w_freq: 129 - 1 | wiki_freq: 8569 - 4 | sentence_idx: 827099 | align_1: 8-7 | align_2: 9-11 |    On this March 8 , we salute the comrades who have been fighting against these problems and the women who have been active in our struggle ! ||| An diesem 8. März grüßen wir unsere Genoss / innen , die gegen diese Probleme gekämpft haben und all jene Frauen , die in unserem Kampf aktiv sind ! 
